Date,Open,High,Low,Close
01.04.2014,3615.91,3659.16,3614.16,3658.40
31.03.2014,3598.08,3618.42,3593.70,3595.74
28.03.2014,3576.18,3609.08,3560.58,3571.49
27.03.2014,3578.54,3594.08,3543.07,3563.13
26.03.2014,3645.73,3654.69,3582.84,3582.89
25.03.2014,3640.26,3659.59,3600.65,3629.73
24.03.2014,3665.38,3665.58,3585.15,3617.39
21.03.2014,3711.47,3717.36,3643.35,3653.07
20.03.2014,3675.62,3705.31,3665.83,3693.97
19.03.2014,3705.51,3709.01,3661.06,3682.74
18.03.2014,3667.40,3708.26,3664.79,3706.62
17.03.2014,3653.19,3678.32,3651.14,3662.51
